Title,Location,Company,Summary
기술연구소 (AI연구 및 Python개발 / 드론 영상처리),고양 덕양구,선영종합엔지니어링,어링 기술연구소 (AI연구 및 Python개발 / 드론 영상처리) 채용 4... 프로그래밍 ㆍBig Data 활용 및 Smart plant ㆍR 및 Python 기반 프로그램 개발 ㆍ정부출연사업 제안서 작성 [근무부서 및 직급...
Cognitive and AI Engineer new,서울,IBM,"data science skills : Machine Learning, Deep Learning, Watson, Python, R, Spark Web application development skills Required..."
NLP Researcher,서울,AITRICS,"Stacks [Back-end] Language: python, golang Python Framework: Django, Bottle [Front... Language: python, golang Python Framework..."
Cloud Support Engineer - Linux,서울,Amazon Web Services Korea LLC,"NoSQL(Redis, Memcached). · Programming/scripting in Python/Java/Shell/Perl/Ruby/PHP/etc. · Experience managing full..."
"기술연구소 정규직 연력(Java, Python, 기타)및 개발자 (경력1... new",서울 송파구,파인씨앤아이,"트웨어 개발 및 AI, 통계분석I)- 경력 : Java 개발경험 10년이상-개발언어 : Java, C++, Python, Node 등 [근무시간 및 형태] 주 5일 근무 (오전) 9시 00분~(오후) 6시 00분 주소정근로시..."
AR App Engineer,서울,Hyperconnect,"C/C++ OpenGL/Vulkan/Metal 1 ARcore ARKit 1 / / Java, Objective C(Swift), Python OpenCV (Image Processing... 10:00 - 7:00)"
[전문연구요원] 데이터 인프라 개발자(신입/경력) new,성남 분당구,웹젠,과정 수료자 포함 ) 로서 전문연구요원 신규편입 / 전직 대상인 분 - Python 또는 C# 프로그래밍 능력 - Linux 환경에서 개발 및 운영... 신규편입 / 전직 대상인 분 - Python 또는 C# 프로그래밍 능력...
Technical Enablement Manager,서울,DataDog,"Kubernetes or Rancher etc.. Scripting languages like Python, Javascript, Ruby, Perl, Go, PHP, or Chef/Puppet etc.. Why You..."
BIOS/Firmware Engineer,서울,Intel,"years experience required on BIOS/Firmware - Knowledge of C, Python... other programming or scripting languages - Broad..."
(신입/경력) AR&AI 엔지니어,성남 분당구,플레이스에이,"Engine 중 1개 이상 능숙하게 다룰 수 있다 - C, C++, Python 등 프로그래밍 언어 중 1개 이상 능숙하게 다룰 수 있다... 다룰 수 있다 - C, C++, Python 등 프로그래밍 언어 중 1개..."
[무료교육] 인공지능(AI) 서비스 개발 교육과정 1차 교육생 new,대한민국,한국정보통신진흥협회,인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝
Data Engineer,서울,Dohands Company,"Requirements , Pandas / R / SAS Tableau Data Insight Python PostgreSql, MySQL DB SQL... Kaggle Kafka Machine Learning..."
서울형 청년인턴 직무캠프 웹개발자 과정 교육생 / 교육·포폴·인턴 한번에 new,대한민국,스프레틱스,통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임... 응용프로그래머>iOS|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷...
【일본/미나토구 근무】게임 운영 회사 데이터 애널리스트【프로젝트 관리 경험 2년 이상】,대한민국,株式会社ネクソン,ィストとしてのプロジェクト管理経験2年以上 ・大学(四年制大学、専門学校)のデータベース系や統計学部を卒業した方 ・ Python、R、SQLの使用経験(使用経験とは、分析モデルを作りそれを使って分析ができるレベル) ・データ収集、加工、分析及び...
【일본/미나토구 근무】게임 운영 회사 데이터 사이언티스트【한국어 필수】,대한민국,株式会社ネクソン,求める人材: * 【必須経験】 ・機械学習や統計知識を利用した実務経験1年以上 ・プログラミングの実務経験( Python、C++、Javaのいずれか)1年以上 ・韓国語 ビジネスレベル(上級)以上 【歓迎経験】 ・ゲームの開発経験、運用経...
Network Engineer,서울,Blizzard Entertainment,Environment and troubleshooting Linux network configuration. Python/Bash scripting experience. Bachelor’s degree in computer...
딥러닝 AI 개발 연구원,성남 수정구,베이리스,시스템프로그래머>임베디드(Embedded)|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
[개발]CI/CD 엔지니어(정규직),대한민국,위메프,"배포 경험이 있는 분 [우대사항] - kubernetes 기반 서비스 운영경험이 있는 분 - JAVA, python 등 웹어플리케이션용 개발언어 1개 이상 경험이 있는 분 - 네트워크, 리눅스 기반 관련 지식 보유한 분..."
가상화 엔지니어 정규직,서울 서초구,다원커리어,DM/NV 등) 우대사항 1) 정보처리산업기사 이상의 자격을 보유하신 분 2) PowerShell/Bash/ Python 등 System Script 경험이 있는 분 기타정보 1) 삼성전자 반도체 사업장 VMware 가상화...
AI 비전 인식 시스템 및 아키텍쳐 설계 알고리즘 개발 new,서울 중구,국내 대기업 / 화물 운송업 / 조단위 이상 매출 기업,"제어 SW 개발 또는 구축 프로젝트 경험자 • 요구조건 - 프로그래밍 언어 활용 능력(C / C++, Python) - 주요 머신러닝 및 비전 패키지 활용 능력 - 리눅스OS 기반 개발 - 임베디드 시스템 개발 - DB..."
"LogisALL 경력사원[정규직] [회계, 시스템 개발, 물류컨설턴트] new",서울 마포구,LogisALL,자금|인터넷·IT·통신·모바일·게임>응용프로그래머>ASP.NET|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>Android|인터넷·IT·통신·모바일·게임>응용프로그래머...
AI 개발자,서울 강남구,넷아이디,인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>인공지능(AI)서비스기획|인터넷·IT·통신·모바일...
Data Scientist,서울 영등포구,뱅크샐러드,"기반 예측, 모델링 프로젝트 경험자 데이터 분석/모델링을 위한 언어 및 프레임워크 사용에 익숙하신 분 ( Python, R, SQL, Pandas, TensorFlow, Pytorch, Spark 등) 회사 내부 구성원들과..."
Data Scientist - IBM Garage,서울,IBM,"programming languages to derive meaningful data insights (e.g., Python, R, Spark, TensorFlow, Jupyter, etc.) * Possess..."
SNOW Graphics 담당자,서울,네이버,"토링, 디자인 패턴, ReactiveX 활용 경험 - Java, Swift(Objective C), Lua, Python 등 다양한 언어 경험 - ML 적용 경험 (Tensorflow 등) 전형절차 및 기타사항 - 접수기간..."
[NAVER Cloud] 가상화 코어 기술 연구 및 개발 (소프트웨어 분...,서울,네이버,기술 개발 [ 우대사항] - Cloud에 대한 높은 이해도 - DevOps & Ansible 경험 - Python 기반 프로젝트 경험 - DPDK/XDP/OVS-DPDK 개발 경험 - Raw Socket 기반 개발 경험...
"Software Engineer, Machine Learning new",서울,Google,"an advanced degree. Programming experience in C++ and Python. Experience with relevant technologies (e.g., TensorFlow, Flume..."
전문연구요원 (병역특례) 수시 (AI / HW 분야),성남 분당구,딥엑스,"모델의 RTL IP 설계 및 IP 검증 가능자 - Language: Python/Perl, C/C++ [우대 조건] - ARM based SoC 설계... Linux, shell, tcl, python, perl 사용 원활..."
"Specialized Solutions Architect III, Ana...",서울,Amazon Web Services Korea LLC,"Knowledge... least one or more programing languages... Python, Java and Scala. · Hands on experience leading large..."
Solutions Architect I,서울,Amazon Web Services Korea LLC,"languages... Ruby, Python and Node... 현대 개발 언어에 대한 실무적 지식: 루비 (Ruby), 파이썬 ( Python), Node.js 등 · 개발자 및 IT 운영자 대상의 신기술 전파에..."
Field Code Scanning Architect new,서울,Github,"languages: C, C++, C#, JAVA, JavaScript/TypeScript, Python, Haskell, Ruby and Go. Experience with relational databases..."
(신입/경력) AR&AI 엔지니어,성남 분당구,플레이스에이,"Engine 중 1개 이상 능숙하게 다룰 수 있다 - C, C++, Python 등 프로그래밍 언어 중 1개 이상 능숙하게 다룰 수 있다... 다룰 수 있다 - C, C++, Python 등 프로그래밍 언어 중 1개..."
인프라 엔지니어,서울,RIDI Corp,"키텍처 구성 경험이 있으신 분 Docker, ECS, K8S 등 컨테이너 기반의 서비스 운영 경험이 있으신 분 Python, Node.js, Typescript, GO 등 프로그래밍 경험이 있으신 분 우대사항 Docker..."
기술연구소 (AI연구 및 Python개발 / 드론 영상처리),고양 덕양구,선영종합엔지니어링,어링 기술연구소 (AI연구 및 Python개발 / 드론 영상처리) 채용 4... 프로그래밍 ㆍBig Data 활용 및 Smart plant ㆍR 및 Python 기반 프로그램 개발 ㆍ정부출연사업 제안서 작성 [근무부서 및 직급...
Application Architect,서울,Amazon Web Services Korea LLC,"C#, Swift, Node.js, Python, Go, or Ruby... JavaScript, C / C ++, C #, Swift, Node.js, Python, Go 또는 Ruby 중 두 개 이상의 언어를 활용한 코딩..."
Telecom Support Engineer,서울,Amazon Web Services Korea LLC,"Java or solving complex problems in Python, the ideal candidate will love using... complex problems in Python, the ideal..."
Back-end Engineer (Python),서울 강남구,Soomgo,숨고의 백엔드 엔지니어( Python)는 숨고의 기반 기술을 담당하는 매우... 5년 이상의 웹/앱 서비스 백엔드 시스템 개발 경험이 있는 분 • Python 언어를 활용한 개발 경험이 있는 분 • 성능 최적화에 대해 지속적으로...
혁신성장 청년인재 집중양성 인공지능 창의융합형 인재 양성과정 new,서울,에프앤이노에듀,게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>C#|인터넷·IT·통신... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
[카카오커머스] 기술직군,성남 분당구,카카오커머스,"우대사항 - 전자금융 감독규정, PCIDSS에 대한 실무 경험이나 이해도가 높으신 분 - JAVA, Python, shell script 등 개발 역량을 갖추신 분 - 웹/앱 취약점 진단 및 모의해킹 역량을 갖추신..."
검사 자동화 및 검사AI 분야 경력사원 new,경기도 평택,LG이노텍,"C++,Labview, R, Python 등 ) - AI 관련학과 전공 및 검사공정 AI 경력 3년이상 보유자 (딥러닝 모델설계/학습/배포, 딥러닝 성능 개선 ) - Python 언어와 딥러닝 프레임워크 (Tensorflow..."
Automotive Linux/Android/Python S/W 개발자,서울 중구,겜마콘코리아 유한회사,Python S/W 개발자를 모집합니다. 모집부문 및 자격요건 모집부문 담당업무 및 지원자격 인원 Linux/Android 개발자 모집 Python... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임...
"웹개발, Python 외 신입/경력 계약직",서울 강서구,쿠바로엠앤씨,"주식회사 쿠바로엠앤씨 웹개발, Python 외 신입/경력 계약직 채용 모집... 게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신..."
연구소 개발부문 연구원 직원 (회로설계/하드웨어설계/머신비전/이미지프로세...,경기도 광명,모든,"그래밍 가능자 우대 S/W 설계 부문 : - OPEN CV, TENSORFLOW, YOLO, CUDA/ Python, C++, C WindowsGUL APL, MFC Lib 활용 가능자. 머신비전/ 영상처리 개발자 * 전기..."
(주)엘솔루 R&D본부 ASR팀 개발직 new,서울,㈜엘솔루,"제공 [필수사항] ㆍ프로그래밍에 재능 및 열정이 있는 자 ㆍJava, Python 중 하나 이상의 언어사용자 ㆍWeb 개발능력 ㆍ리눅스 사용 경험자... 머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
(주)풀무원 빅데이터 활용 분석/AI 전문가 채용 new,서울특별시,풀무원,"지원 (교육 및 프로젝트 지원) 필요역량 및 지원자격 [자격요건] 프로그램 언어 활용 능력 (R, Python, SQL 등) 데이터 기반 업무 분석 및 이해 역량 분석 자료 프리젠테이션 문서 작성 역량 관련 경력 3..."
[타다]데이터 분석가/사이언티스트,대한민국,쏘카,"통계에 대한 지식 및 머신러닝에 대한 지식을 보유하고 있으며, 데이터 분석 실무 경험이 풍부하신 분 • R, Python(Pandas, Numpy, Scikit-learn) 등의 데이터 분석을 위한 언어를 1개 이상 능숙하게..."
데이터마이닝 / 정보검색 / NLP / 분산처리 연구원 -금융대기업(연구소),서울,금융 대기업 연구소,"1년이상 - 정보검색/NLP/분산처리/데이터베이스/머신러닝/데이터마이닝 분야 연구개발자 - 프로그래밍( Python, C/C++, Java 중 2가지 이상) 가능자 [우대사항] - Information Retrieval..."
온톨리지 ( Ontology ) / 질의응답 ( Q&A ) / 챗봇 연구원 -금융대기업(연구소),서울,금융 대기업 연구소,"Engineering/정보검색/NLP/ /머신러닝/텍스트 마이닝 분야 연구 및 개발자 - 프로그래밍( python, java, C/C++ 중 한가지 이상) 가능자 [우대사항] - 챗봇, 상담시스템, Q&A시스템 구축 경험..."
빅데이터 분석 및 모델링(Data Scientist) 연구 경력자 채용,서울,금융IT연구소 (대기업군),관련분야 석사이상(컴퓨터공학/통계학/수학/산업공학 관련 전공 우대) - 데이터분석/모델링을 위한 언어(R/ Python 등) 역량 - 관련분야 실무경력 석사 2년이상(박사의 경우 실무경력 1년 이상) [우대사항] - 금융...
【일본/미나토구 근무】게임 운영 회사 데이터 애널리스트,대한민국,株式会社ネクソン,経験】 ・ゲーム企業やIT企業でデータアナリスト / データサイエンティストとしてのプロジェクト管理経験4年以上 ・ Python、R、SQLの使用経験(使用経験とは、分析モデルを作りそれを使って分析ができるレベル) ・データ収集、加工、分析及び...
"Natural Language Processing 연구원 (자연어처리, 텍스트마이닝) 채용, 석사이상",서울,금융IT연구소 (대기업군),"연구개발, 과제관리 경험자 관련분야 실무경력 석사 2년이상(박사의 경우 실무경력 1년 이상) - 프로그래밍( Python or C/C++ or Java 등) 경험자 [우대사항] - NLP관련 솔루션 설계 및 개발 경험..."
"Natural Language Processing 연구원 (자연어처리, 텍스트마이닝) 채용, 석사이상",서울,금융IT연구소 (대기업군),"연구개발, 과제관리 경험자 관련분야 실무경력 석사 2년이상(박사의 경우 실무경력 1년 이상) - 프로그래밍( Python or C/C++ or Java 등) 경험자 [우대사항] - NLP관련 솔루션 설계 및 개발 경험..."
온톨리지 ( Ontology ) / 질의응답 ( Q&A ) / 챗봇 연구원 -금융대기업(연구소),서울,금융 대기업 연구소,"Engineering/정보검색/NLP/ /머신러닝/텍스트 마이닝 분야 연구 및 개발자 - 프로그래밍( python, java, C/C++ 중 한가지 이상) 가능자 [우대사항] - 챗봇, 상담시스템, Q&A시스템 구축 경험..."
빅데이터 분석 및 모델링(Data Scientist) 연구 경력자 채용,서울,금융IT연구소 (대기업군),관련분야 석사이상(컴퓨터공학/통계학/수학/산업공학 관련 전공 우대) - 데이터분석/모델링을 위한 언어(R/ Python 등) 역량 - 관련분야 실무경력 석사 2년이상(박사의 경우 실무경력 1년 이상) [우대사항] - 금융...
데이터마이닝 / 정보검색 / NLP / 분산처리 연구원 -금융대기업(연구소),서울,금융 대기업 연구소,"1년이상 - 정보검색/NLP/분산처리/데이터베이스/머신러닝/데이터마이닝 분야 연구개발자 - 프로그래밍( Python, C/C++, Java 중 2가지 이상) 가능자 [우대사항] - Information Retrieval..."
"Technical Operations Manager, Premium Su...",서울,Amazon Web Services Korea LLC,Programming in one or more... following languages - Java/ Python/ Ruby/ .NET/ Android/ iOS · Must have excellent oral...
데이터 엔지니어(신입/경력),대한민국,쏘카,"있는 분 • 데이터 분석팀 및 유관 부서와의 원활한 소통을 위한 기본적인 쿼리 작성 능력을 갖춘 분 • Python 또는 Java, Scala, C++, C# 등의 언어를 최소 1개 이상 능숙하게 사용할 수 있는 분 • 대용..."
Lead Technical Solutions Engineer,서울,MightyHive,Data Analysis in Python... R Machine... 와 같은 모바일 앱 트래킹 도구들을 위한 모바일 이벤트 트래킹 Python 또는 R 을 활용한 데이터 분석 Machine Learning...
FPGA 플랫폼 엔지니어 (딥러닝 하드웨어 프로세서 개발),성남 분당구,딥엑스,"사용 경험(Chip Scope/SignalTap) - Language: Python/Perl, C/C++ - Vivado 또는 Synplify 또는... SignalTap) - Language: Python/Perl, C/C++..."
8퍼센트 개발자 (신입/경력),서울 종로구,8퍼센트,개발 금융 데이터 분석과 분석 플랫폼 운영 자격요건 컴퓨터 전공자 또는 웹 개발 경력 1년 이상 우대사항 Python 코드를 무리 없이 읽으실 수 있는 분 Linux/Mac 사용 가능한 분 새로운 기술에 대한 호기심을 가지신...
SW(모바일앱 및 웹개발) 신입/경력 정규직 개발자,서울 강남구,더조인,통신·모바일·게임>응용프로그래머>Android|인터넷·IT·통신·모바일·게임>응용프로그래머>iOS|인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
[내일애-2차 청년스타트업] (주)웨이센 R&D/경영지원직,서울 강남구,웨이센,"1) R&D [경력사항] - 신입, 경력1~3년, 관련학과 3년이상 [자격요건] - C, Python, Java 등의 프로그래밍 언어에 능숙하며 문제해결이 가능한 자 - Scipy, Pandas, Numpy 등을 이용한 데이..."
로봇제어 개발자,안산 상록구,유버,"직무내용] - ROS(ROS2) 기반의 이동 로봇 개발- C/C++, Python 활용- 산업용 협동로봇 제어 언어개발, 의료용 로봇개발- 우대사항공학, 메카트로닉스학과 전공자, 자율주행로봇 주행 알고리즘 개발, 프로그래밍..."
[AI/Lab] AI 백엔드 엔지니어 (마케팅 분야),서울,버즈니,"으로 마케팅 인사이트 도출 – 보유하고 있는 빅 데이터를 활용하여 마케팅 인사이트 도출 이런 분을 찾습니다 Python 프로그래밍에 능숙하신 분 DB, 통계, 컴퓨터 기반 기술에 대한 이해를 가지신 분 이런 분은 더욱 좋습니..."
KAIST 문화기술연구소 비주얼미디어연구실(노준용 교수) 연수연구원 및...,대전 유성구,카이스트,"및 비전 분야 박사 학위 소지자 - 컴퓨터 프로그래밍 가능자 (C++, Python 등 ) ※ 콘텐츠 제작 플랫폼 및 프로그램 개발을 위한 논문 구현... 퓨터 프로그래밍 가능자 (C++, Python 등 ) ※ 콘텐츠 제작 플랫..."
[디지털청년일자리 ] 인공지능 신입 개발자 (상세: 영상처리) new,대구 북구,사로리스,"직무내용] 영상처리 개발자 모집 - 언어 : Python, C++ - 상세업무 : 차량 인식 등 - 희망 전공 : 컴퓨터공학, 전자공학 관련 공학계 [근무시간 및 형태] 주 5일 근무 (오전) 9시 00분~(오후) 6시 00..."
딥러닝 MLOps 프론트엔드 개발자,서울 관악구,써로마인드로보틱스,통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터...
[진행중] 우리은행 빅데이터사업부 전문직(데이터 사이언티스트(데이터분석가...,서울 회현동,우리은행,ML/DL 기술을 활용한 분석모델 개발 및 서비스를 적용해 본 경험이 있는자 - 데이터 분석을 위한 언어( Python/R)를 하나 이상 능숙하게 다룰 수 있는자 우대사항 - 금융분야 ML/DL 관련 업무 경력 2년...
(주)엘솔루 웹개발자 new,서울,㈜엘솔루,Stack 개발 유경험자. Javascript / React / Python / NodeJS 개발 유경험자 Node.js 개발 유경험자 HTML 5... ㆍJavascript / React / Python / NodeJS 개발...
PharmCADD 2021년 상반기 R&D센터 연구원 공개,서울 강남구,팜캐드,통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터...
[정규직] Data Scientist,서울,SK 씨앤씨,"규모 데이터 처리 경험 우대 역량/스킬 * 통계분석, ML/DL 전문 지식 및 업무 활용 역량 * 분석 Tool( Python, R, TensorFlow 등) 활용 역량 * ML/DL (Machine Learning, Deep..."
NAVER IDC 서버 운영/관리,춘천 동면,NIT Service,"Web, WAS에 대한 지식과 System application 운영 경험 - Shell script, python 활용 가능 - 해외 데이터센터 인프라 구축 또는 운영 경험 - 국가보훈대상자 및 장애인은 법령에 의거 우대..."
Security Engineer (모의해킹/취약점 점검),서울 강남구,Toss,"그바운트 경험이 있는 분 - 해킹대회 우승 경력이 있는 분 - 다양한 플랫폼 보안 진단 경험이 있는 분 - Python, C, C++, C#, JAVA 중 프로그래밍 언어에 능숙 하신 분 # 현업 인터뷰 - 결제 산업의 미래..."
Sr. Security Consultant,서울,Amazon Web Services Korea LLC,"skills, eg. Python, Node.js, Javascript... 거나 인프라에 배포해 보신 실무 경험 · 스크립팅 언어 사용 기술 ( Python, Node.js, Javascript, PowerShell, Bash..."
배달로봇 dilly 로봇 소프트웨어 개발자(자율주행) (5년이상),서울 송파구,우아한 형제들,"ROS2) 기반의 이동로봇 개발 경험이 있는 분 - 컴퓨터 비전, 머신러닝 경험이 있는 분 - C/C++, Python 활용이 가능한 분 - 영어문서작성 및 회화 능력을 갖춘 분 - 다양한 직군과의 원활한 협업 및 의사소통..."
전문연구요원 (병역특례) 수시 (AI / SW 분야),성남 분당구,딥엑스,요구 능력] - ASM/C/C++/ Python 언어 코딩 기술 - 운영체제... 경험 - Windows/Linux 상에서 C++/ Python 언어 사용 개발 경험 - C++ / Python 언어 사용 개발 경험 - 객체지향 설계에...
Business Data Analyst,서울 강남구,Soomgo,"즈니스에 적용하고 개선한 경험 (Google Optimize, Optimizely, 등) 우대사항 • Python 또는 R 을 사용하여 데이터 분석에 활용 가능 • 경영학, 통계학, 경제학, data analysis 등..."
Software Engineer (Embedded/ Numerical C...,서울,BOEING,"than 1+ software languages (e.g. embedded C or C++, Java, Python, Java script, model based engineering and so on) English..."
[PUBG: NEW STATE] Data Analyst,서울,PUBG,"https://stackshare.io/pubg/xtrm-data 자격 요건 관련 경력 2년 이상 Python, SQL 등을 활용한 데이터 분석 경험자 데이터 시각화에 관심 많으신 분 한국에 거주하며, 한국어 의사소통..."
SK 바이오팜 Digital Healthcare 경력직 (신약개발 Big... new,경기도,SK 바이오팜,"Pytorch, Keras 등) 연구 경력 보유 및 관련 논문 이해/ 활용 가능자 - 프로그래밍 언어 ( Python, R 등)를 활용한 OMICS 데이터 통계 분석 기술 보유 - 빅데이터 분석 경험, 유전체/ 의생명 데이..."
[TmaxAI/R&D] AI본부 R&D 개발 연구원 신입/경력 (병역특례... new,성남 분당구,티맥스소프트,"석사 이상 학위 소지자만 가능 (현 전문연구요원 근무자 전직 가능) 우대사항 R&D 연구경력 개발자 우대 - Python 프로그래밍 유경험자 우대 - 머신러닝, 딥러닝 연구경력 (PyTorch, Tensorflow) 우대..."
데이터 분석,경기도 성남,아프리카TV,"의 서비스 이용/소비형태/이상현상과 트렌드 변화가 궁금하신 분 - B2C서비스 데이터 분석 직군에서 데이터 핸들링 경험이 있으신 분 - SQL,Excel,R, Python 등을 이용하여 데이터 추출 또는 분석이 가능하신 분"
Principal Business Analysis (Rocket Fres...,서울,Coupang,"분 우대 사항 Tableau, Power BI 등 Visualization Tool 사용이 능숙한 분 Python, R 등 통계패키지 사용경험이 있는 분 이커머스 또는 인터넷 서비스 업계 근무경력 보유한 분 유통업계 기획..."
[암 환자 분들을 케어할] 웹 개발자,경기도 성남,바이오크(Biock),"이런 경험을 가지신 분이면 좋겠습니다.* - 개발경력 : 1년 이상 - 사용언어 : JavaScript, Python - Framework : NodeJS, React, React-native, Django 개발 경력자..."
AI/ML Specialist Partner SA,서울,Amazon Web Services Korea LLC,"Spark and Hadoop. · Experienced in data processing with Python, R & SQL. · Experience with AWS services related to AI/ML..."
Solutions Engineer (과장 ~ 부장급),서울 강남구,Cloud Security & Application,"orchestration solutions (OpenShipft, Kubernetes) Programming ( Python, JavaScript, Golang etc.) 근무 형태: 정규직 급여: 80,000,000원..."
데이터 분석가,서울 강남구,스포카,"주도적으로 제시하실 수 있는 분을 찾습니다. 우대 사항 1가지 이상의 프로그래밍 언어를 구사하시는 분 Python, R 등의 프로그래밍 언어를 1개 이상 능숙하게 사용 가능하신 분을 선호합니다. 데이터 웨어하우징 인프라..."
Front-end 개발자,서울,(주)위키시큐리티,"HTML5, AngularJS, VUEJS, NODEJS, ELK Stack, GitLab/GitHub, Python o (우대) 정보통신 분야의 전문대/대학 졸업자 o (우대) 영어 쓰기/말하기/읽기/듣기 잘 하시는 분..."
Solutions Architect for GPU Data center...,서울,NVIDIA,"Electrical/Computer Engineering. Good Programming Capability with Python, C/C++. Good understanding in fundamental theories..."
솔루션 엔지니어 (Network Infra),서울 강남구,글로벌 네트워크 회사,"OpenShipft, Kubernetes, Microsoft Service) * Programming ( Python, JavaScript, Golang etc.) 근무 형태: 정규직 급여: 80,000,000원 - 120..."
[검색] 프론트엔드 엔지니어 (전문연구요원 가능),서울,버즈니,해도가 높으신 분 테스트/배포 환경 구축/운영 경험이 있으신 분 Typescript 사용 경험이 있으신 분 Python(django) 개발 경험이 있으신 분 기타사항 연봉은 협의 후 결정됩니다. (참고 : 해당 포지션의 대졸...
Application Engineer (Silicondash),서울,Synopsys,"disk access Programming skill of TCL, Perl, JavaScript or Python Good documentation and reporting skills are required..."
인프라 기술 담당자 모집,서울 구로구,넷마블,etc.. - Linux 혹은 Windows Specialist - 글로벌 서비스 유경험자 우대사항 - Python 개발 경력 3년 이상 - Open Source Project 참가 경험자 - 글로벌 솔루션 업체...
[신성장]백엔드 엔지니어,서울,버즈니,경력이 최소 3년 이상 있으신 분 (필수) 서버 API 개발에 필요한 지식과 경험을 보유한 분 (필수) Python 프로그래밍 언어를 능숙하게 사용 가능 하신 분 린(LEAN)스타트업 프로세스를 이해하고 함께할 수 있는 분...
[자바 강사] 자바(JAVA) 개발자 양성 취업과정 훈련교사 new,서울 영등포구,TIS정보기술교육센터,인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|교육·교사·강사·교직원>IT·문화·직업강사>인터넷·IT전문|교육·교사·강사·교직원>IT·문화·직업강사>직업...
"Engr, Tech Supp 3",대한민국,KLA-Tencor,background Excel macro/code development for log analysis Python Database development for production Open to NCG (New College...
PI&CS Engineer (Process Information & Co...,전라남도,3M,"manufacturing applications Experience in language like C#, Python, Java, Java Script(one or more) Be fond of learning..."
카카오 데이터의 가치를 발굴할 데이터 분석가 모집,성남 판교역,카카오,"기술 통계량 이해 및 해석) 데이터 분석 업무를 수행할 수 있는 언어 스킬 필수 SQL 필수 R 또는 Python을 다룰 수 있는 분 (SAS, SPSS, GA, tableau 등 통계 툴만 사용 가능한 경우 제외) 하둡..."
[NAVER Cloud] System Engineering 경력사원,서울,네이버,"저닝, 설정 관리, 모니터링 등) 및 관리, 운영경험 - 운영에 필요한 도구 개발 (Shell / PHP / Python 중 하나 이상의 개발 경험) 역량 - Haproxy Server [ 우대사항] - 운영 자동화 경험이..."
서비스플랫폼 구축 총괄 관리,서울 강남구,제이앤제이글로벌컨설팅,터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹기획·웹마케팅·PM>PM|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI...
(디지털일자리사업)프롭테크 기업에서 back-end 개발자,서울 서초구,사 평행공간,신분 우대사항 * 소프트웨어 개발관련 전공자 * javascript외 다른 언어 빨리 습득 가능하신 분 * Python 사용 가능 하신 분 상세모집요강 접수기간/방법 지원방법 전형절차 및 제출서류 제출서류 이력서에 응시...
Senior Data Scientist,서울,Boston Consulting Group,"leadership. Fluency... least one scripting language (e.g. Python, R) Fluency in English local office language is required..."
Computer Vision 개발자,서울 금천구,인텔리코리아,채용이 취소될 수 있습니다. 인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
